address,city,state,Zip,Latitude,Longitude
500 ITHACA DR,BOULDER,Colorado,80305,39.979009,-105.263095
4714 16TH ST,BOULDER,Colorado,80304,40.060481,-105.277147
3066 6TH ST,BOULDER,Colorado,80304,40.030488,-105.288803
160 S 34TH ST,BOULDER,Colorado,80305,39.99052,-105.252754
351 W ARAPAHOE LN,BOULDER,Colorado,80302,40.013485,-105.292245
1544 GREENBRIAR BLVD,BOULDER,Colorado,80305,39.972044,-105.24005
3747 WONDERLAND HILL AVE,BOULDER,Colorado,80304,40.043529,-105.288442
1579 REED RANCH RD,BOULDER,Colorado,80302,40.097344,-105.311585
1335 REDWOOD AVE,BOULDER,Colorado,80304,40.049144,-105.280898
2300 SPRUCE ST,BOULDER,Colorado,80302,40.021717,-105.265882
1400 LANDIS CT,BOULDER,Colorado,80303,40.011388,-105.232954
3145 5TH ST,BOULDER,Colorado,80304,40.032091,-105.290662
4054 ST LUCIA ST,BOULDER,Colorado,80301,40.048422,-105.249358
4566 PUSSYWILLOW CT,BOULDER,Colorado,80301,40.057144,-105.218761
1805 BALSAM AVE,BOULDER,Colorado,80304,40.026948,-105.273414
1529 EASY RIDER LN,BOULDER,Colorado,80304,40.060425,-105.278084
3010 14TH ST,BOULDER,Colorado,80304,40.030505,-105.277175
1465 KENDALL DR,BOULDER,Colorado,80305,39.974134,-105.25941
2500 PARK LAKE DR,BOULDER,Colorado,80301,40.024207,-105.146466
335 27TH ST,BOULDER,Colorado,80305,39.996353,-105.259975
3135 REDSTONE LN,BOULDER,Colorado,80305,39.967115,-105.254805
2616 CRESTRIDGE CT,BOULDER,Colorado,80302,40.129404,-105.293842
7051 ROARING FORK TRL,BOULDER,Colorado,80301,40.068645,-105.188958
315 FOREST AVE,BOULDER,Colorado,80304,40.033078,-105.292232
2855 KENYON CIR,BOULDER,Colorado,80305,39.975737,-105.259392
870 QUINCE AVE,BOULDER,Colorado,80304,40.047891,-105.285989
290 MOHAWK DR,BOULDER,Colorado,80303,39.992907,-105.238102
2015 RIVERSIDE LN,BOULDER,Colorado,80304,40.050583,-105.269918
3821 MONTEREY PL,BOULDER,Colorado,80301,40.044471,-105.25519
6117 SONGBIRD CIR,BOULDER,Colorado,80303,40.009512,-105.210833
724 9TH ST,BOULDER,Colorado,80302,40.000534,-105.281701
3505 EASTMAN AVE,BOULDER,Colorado,80305,39.989329,-105.2519
615 THERESA DR,BOULDER,Colorado,80303,39.998253,-105.167489
6376 BRUNTWOOD CT,BOULDER,Colorado,80303,40.006722,-105.205312
741 18TH ST,BOULDER,Colorado,80302,40.000843,-105.270428
1350 CHAMBERS DR,BOULDER,Colorado,80305,39.974857,-105.237248
1019 YALE CIR,BOULDER,Colorado,80305,39.979775,-105.251801
4842 MACINTOSH PL,BOULDER,Colorado,80301,40.034453,-105.240609
3268 CRIPPLE CREEK TRL,BOULDER,Colorado,80305,39.965979,-105.253063
120 S LASHLEY LN,BOULDER,Colorado,80305,39.991221,-105.256835
400 TERRACE AVE,BOULDER,Colorado,80304,40.066865,-105.289397
3570 SMUGGLER CIR,BOULDER,Colorado,80305,39.964884,-105.250584
1510 JUDSON DR,BOULDER,Colorado,80305,39.973129,-105.257991
4005 WONDERLAND HILL AVE,BOULDER,Colorado,80304,40.047355,-105.287229
4744 KELLOGG CIR,BOULDER,Colorado,80303,40.009864,-105.235573
2415 BRIARWOOD DR,BOULDER,Colorado,80305,39.969874,-105.263015
1955 GRAPE AVE,BOULDER,Colorado,80304,40.034163,-105.271347
4480 GRINNELL AVE,BOULDER,Colorado,80305,39.976991,-105.24358
3945 CHIPPEWA DR,BOULDER,Colorado,80303,39.997651,-105.243847
2002 LINDEN DR,BOULDER,Colorado,80304,40.051237,-105.310757
9645 MOUNTAIN RIDGE PL,BOULDER,Colorado,80302,40.149392,-105.290463
4565 MOORHEAD AVE,BOULDER,Colorado,80305,39.988992,-105.240066
8244 SUGARLOAF RD,BOULDER,Colorado,80302,40.005803,-105.463504
135 MANHATTAN DR,BOULDER,Colorado,80303,39.98936,-105.227923
3665 BERKLEY AVE,BOULDER,Colorado,80305,39.993639,-105.249591
2905 REGIS DR,BOULDER,Colorado,80305,39.986116,-105.257174
603 LYKINS AVE,BOULDER,Colorado,80304,40.064434,-105.28715
1989 HARDSCRABBLE PL,BOULDER,Colorado,80305,39.966134,-105.259009
2114 BLUFF ST,BOULDER,Colorado,80304,40.024072,-105.26906
3505 CATALPA WAY,BOULDER,Colorado,80304,40.038638,-105.273865
2374 WILLARD HALL,BOULDER,Colorado,80301,40.049468,-105.201421
9148 KERRY RD,BOULDER,Colorado,80303,40.0133,-105.139447
2340 PANORAMA AVE,BOULDER,Colorado,80304,40.026085,-105.26634
814 HAWTHORN AVE,BOULDER,Colorado,80304,40.034795,-105.286024
5318 WILLIAMS VILLAGE EAST HALL,BOULDER,Colorado,80301,40.049468,-105.201421
160 BELLEVUE DR,BOULDER,Colorado,80302,39.994853,-105.275651
497 KALMIA AVE,BOULDER,Colorado,80304,40.039594,-105.290294
860 PINE ST - GOLD HILL,BOULDER,Colorado,80302,40.063944,-105.412329
3010 24TH ST,BOULDER,Colorado,80304,40.030135,-105.264785
3265 MOORHEAD AVE,BOULDER,Colorado,80305,39.99674,-105.253492
3831 HAUPTMAN CT,BOULDER,Colorado,80301,40.044249,-105.251561
355 S 36TH ST,BOULDER,Colorado,80305,39.987703,-105.251417
4270 BEAR CREEK APTS A,BOULDER,Colorado,80403,39.770153,-105.266454
1517 PATTON CIR,BOULDER,Colorado,80303,40.013023,-105.229896
6946 HUNTER PL,BOULDER,Colorado,80301,40.070787,-105.191571
5495 TENINO AVE,BOULDER,Colorado,80303,39.996834,-105.224637
4225 EATON CT,BOULDER,Colorado,80303,40.002784,-105.24241
4807 BRANDON CREEK DR,BOULDER,Colorado,80301,40.062669,-105.195629
112 CRISMAN,BOULDER,Colorado,80302,40.039497,-105.361183
840 UNION AVE,BOULDER,Colorado,80304,40.052841,-105.286953
4701 HARRISON AVE,BOULDER,Colorado,80303,40.009983,-105.237269
1959 TIMBER LN,BOULDER,Colorado,80304,40.047821,-105.318504
1002 ROSE HILL DR,BOULDER,Colorado,80302,40.005609,-105.28638
8374 LARKSPUR RD,BOULDER,Colorado,80302,40.125438,-105.291654
1462 GREENBRIAR BLVD,BOULDER,Colorado,80305,39.972761,-105.240523
410 S 39TH ST,BOULDER,Colorado,80305,39.98713,-105.247969
9152 SEWALL HALL,BOULDER,Colorado,80301,40.049468,-105.201421
914 PLEASANT ST,BOULDER,Colorado,80302,40.009296,-105.281639
3430 ASH AVE,BOULDER,Colorado,80305,39.994072,-105.251982
3595 MOORHEAD AVE,BOULDER,Colorado,80305,39.994474,-105.249568
4547 SOUTH MEADOW DR,BOULDER,Colorado,80301,40.05736,-105.182854
1853 YARMOUTH AVE,BOULDER,Colorado,80304,40.058451,-105.273694
4858 DAKOTA BLVD,BOULDER,Colorado,80304,40.062503,-105.285443
103 MINEOLA CT,BOULDER,Colorado,80303,39.987908,-105.222076
3657 LARKWOOD CT,BOULDER,Colorado,80304,40.041274,-105.261802
4245 CORRIENTE PL,BOULDER,Colorado,80301,40.046051,-105.255001
1384 GLEN CT,BOULDER,Colorado,80305,39.97521,-105.264509
4063 DAWN CT,BOULDER,Colorado,80304,40.048511,-105.260027
7759 DEVONSHIRE WAY,BOULDER,Colorado,80301,40.059084,-105.171902
5000 BUTTE ST LOT 29,BOULDER,Colorado,80301,40.033979,-105.236179
3755 SILVERTON ST,BOULDER,Colorado,80301,40.042889,-105.252279
8522 VALMONT RD,BOULDER,Colorado,80301,40.036374,-105.154399
535 EVERGREEN AVE,BOULDER,Colorado,80304,40.03126,-105.289471
1530 ITHACA DR,BOULDER,Colorado,80305,39.972992,-105.2563
35 BELLEVUE DR,BOULDER,Colorado,80302,39.993336,-105.274148
4467 GALLEY CT,BOULDER,Colorado,80301,40.055835,-105.198483
2360 BALSAM DR,BOULDER,Colorado,80304,40.026797,-105.26585
4533 8TH ST,BOULDER,Colorado,80304,40.057399,-105.287016
2489 COLORADO AVE,BOULDER,Colorado,80302,40.008538,-105.26208
3070 22ND ST,BOULDER,Colorado,80304,40.030727,-105.26766
490 INCA PKWY,BOULDER,Colorado,80303,39.997054,-105.240871
2510 BUCKINGHAM HALL,BOULDER,Colorado,80301,40.049468,-105.201421
1491 BROWN CIR,BOULDER,Colorado,80305,39.973823,-105.238449
4680 LUDLOW ST,BOULDER,Colorado,80305,39.97701,-105.239182
5361 LICHEN PL,BOULDER,Colorado,80301,40.071991,-105.190055
3026 11TH ST,BOULDER,Colorado,80304,40.029736,-105.282965
1094 QUINCE AVE,BOULDER,Colorado,80304,40.04744,-105.283904
468 LOCUST PL,BOULDER,Colorado,80304,40.053273,-105.291235
3202 SUGARLOAF RD,BOULDER,Colorado,80302,40.01836,-105.388222
5000 BUTTE ST LOT 173,BOULDER,Colorado,80301,40.033979,-105.236179
7607 WILLIAMS VILLAGE NORTH HALL,BOULDER,Colorado,80301,40.049468,-105.201421
3973 SPRINGLEAF LN,BOULDER,Colorado,80304,40.047109,-105.282639
3420 LONGWOOD AVE,BOULDER,Colorado,80305,39.968282,-105.252402
1092 ORANGE PL,BOULDER,Colorado,80304,40.043923,-105.283298
271 ESCAPE ROUTE,BOULDER,Colorado,80302,40.037385,-105.374078
2406 HALLETT HALL,BOULDER,Colorado,80301,40.049468,-105.201421
2210 LINDEN AVE,BOULDER,Colorado,80304,40.040566,-105.268339
4828 EDISON AVE,BOULDER,Colorado,80301,40.030753,-105.241136
7222 SPRING DR,BOULDER,Colorado,80303,39.970431,-105.183636
4018 WELSH PL,BOULDER,Colorado,80301,40.047825,-105.257604
2407 BUCKINGHAM HALL,BOULDER,Colorado,80301,40.049468,-105.201421
1190 HARTFORD DR,BOULDER,Colorado,80305,39.977591,-105.255359
4141 ST CROIX ST,BOULDER,Colorado,80301,40.050024,-105.251266
3370 BERKLEY CT,BOULDER,Colorado,80305,39.994163,-105.253289
4867 JAY RD,BOULDER,Colorado,80301,40.051221,-105.240263
9222 BAKER HALL,BOULDER,Colorado,80301,40.049468,-105.201421
5905 BASELINE RD,BOULDER,Colorado,80303,40.000968,-105.215678
7529 SKYWAY CT,BOULDER,Colorado,80303,39.972684,-105.177359
2211 BLUEBELL AVE,BOULDER,Colorado,80302,39.997527,-105.264279
1634 PINE ST,BOULDER,Colorado,80302,40.020897,-105.274455
4500 19TH ST LOT 301,BOULDER,Colorado,80304,40.055675,-105.275504
1544 9TH ST,BOULDER,Colorado,80302,40.011417,-105.282478
660 GILLASPIE DR,BOULDER,Colorado,80305,39.984139,-105.25471
4500 19TH ST LOT 415,BOULDER,Colorado,80304,40.055675,-105.275504
4705 JAMESTON ST,BOULDER,Colorado,80301,40.06022,-105.163773
7236 AUGUSTA DR,BOULDER,Colorado,80301,40.070621,-105.185458
3160 5TH ST,BOULDER,Colorado,80304,40.032165,-105.289978
4778 BERKSHIRE ST,BOULDER,Colorado,80301,40.061554,-105.174931
1315 OAK CT,BOULDER,Colorado,80304,40.045393,-105.280838
4770 FRANKLIN DR,BOULDER,Colorado,80301,40.032611,-105.243133
550 YUMA CIR,BOULDER,Colorado,80303,39.997732,-105.226165
6672 BEAR CREEK APTS A,BOULDER,Colorado,80403,39.814586,-105.255342
2657 JUNIPER AVE,BOULDER,Colorado,80304,40.037549,-105.262075
4650 BURGUNDY LN,BOULDER,Colorado,80301,40.058677,-105.209335
2185 KOHLER DR,BOULDER,Colorado,80305,39.987151,-105.265992
2125 8TH ST,BOULDER,Colorado,80302,40.018393,-105.28591
407 ORD DR,BOULDER,Colorado,80303,39.994735,-105.171016
4500 19TH ST LOT 252,BOULDER,Colorado,80304,40.055675,-105.275504
4705 TANTRA DR,BOULDER,Colorado,80305,39.983364,-105.238435
3961 ST PETERSBURG ST,BOULDER,Colorado,80301,40.046713,-105.246761
4818 BRANDON CREEK DR,BOULDER,Colorado,80301,40.062104,-105.195085
4751 ESSEX CIR,BOULDER,Colorado,80301,40.061065,-105.171449
756 14TH ST,BOULDER,Colorado,80302,40.001131,-105.274615
7484 OLD POST RD,BOULDER,Colorado,80301,40.06229,-105.179585
1645 NUGGET CT,BOULDER,Colorado,80304,40.039871,-105.276763
1245 RIDGLEA WAY,BOULDER,Colorado,80303,40.008514,-105.200197
5632 DARLEY SOUTH HALL,BOULDER,Colorado,80301,40.049468,-105.201421
4979 VALKYRIE DR,BOULDER,Colorado,80301,40.069683,-105.238041
4209 TAMARACK CT,BOULDER,Colorado,80304,40.051154,-105.264905
1912 COLUMBINE AVE,BOULDER,Colorado,80302,39.998885,-105.268361
4820 BRIAR RIDGE CT,BOULDER,Colorado,80301,40.062993,-105.181444
4750 W MOORHEAD CIR,BOULDER,Colorado,80305,39.979271,-105.237224
1163 QUINCE AVE,BOULDER,Colorado,80304,40.048406,-105.282599
1316 OAKLEAF CIR,BOULDER,Colorado,80304,40.045631,-105.280678
2555 VASSAR DR,BOULDER,Colorado,80305,39.985624,-105.260319
2851 KENYON CIR,BOULDER,Colorado,80305,39.975979,-105.259393
2923 13TH ST,BOULDER,Colorado,80304,40.028752,-105.280801
820 UNION AVE,BOULDER,Colorado,80304,40.052822,-105.287482
2331 BLUFF ST,BOULDER,Colorado,80304,40.025251,-105.266346
1633 COLUMBINE AVE,BOULDER,Colorado,80302,39.999422,-105.271517
1860 ALPINE AVE,BOULDER,Colorado,80304,40.025244,-105.273042
1160 EDINBORO DR,BOULDER,Colorado,80305,39.977982,-105.25268
3512 SMUGGLER WAY,BOULDER,Colorado,80305,39.966072,-105.25156
2635 MAPLETON AVE LOT 163,BOULDER,Colorado,80304,40.026086,-105.261821
470 FOUNTAINTREE LN,BOULDER,Colorado,80304,40.058703,-105.308084
3947 ARBOL CT,BOULDER,Colorado,80301,40.04652,-105.253588
3003 VALMONT RD LOT 23,BOULDER,Colorado,80301,40.031073,-105.252567
4255 GILPIN DR,BOULDER,Colorado,80303,40.001418,-105.240762
9115 BAKER HALL,BOULDER,Colorado,80301,40.049468,-105.201421
7817 WILLIAMS VILLAGE NORTH HALL,BOULDER,Colorado,80301,40.049468,-105.201421
4500 19TH ST LOT 331,BOULDER,Colorado,80304,40.055675,-105.275504
4447 ALBERTA CT,BOULDER,Colorado,80301,40.055606,-105.177782
9122 WILLARD HALL,BOULDER,Colorado,80301,40.049468,-105.201421
180 S 32ND ST,BOULDER,Colorado,80305,39.990343,-105.254636
1550 ITHACA DR,BOULDER,Colorado,80305,39.972765,-105.256336
4500 19TH ST LOT 271,BOULDER,Colorado,80304,40.055675,-105.275504
4500 19TH ST LOT 300,BOULDER,Colorado,80304,40.055675,-105.275504
5007 VALMONT RD,BOULDER,Colorado,80301,40.029491,-105.236722
4500 19TH ST LOT 405,BOULDER,Colorado,80304,40.055675,-105.275504
4500 19TH ST LOT 591,BOULDER,Colorado,80304,40.055675,-105.275504
4500 19TH ST LOT 298,BOULDER,Colorado,80304,40.055675,-105.275504
5505 VALMONT RD LOT 37,BOULDER,Colorado,80301,40.034299,-105.223092
7877 MIDDLE FORK RD,BOULDER,Colorado,80302,40.117783,-105.299518
4707 DEVONSHIRE ST,BOULDER,Colorado,80301,40.0602,-105.173511
630 SPRUCE ST,BOULDER,Colorado,80302,40.017167,-105.287284
330 OVERLOOK DR,BOULDER,Colorado,80305,39.987454,-105.261176
3670 PAONIA ST,BOULDER,Colorado,80301,40.04204,-105.252676
2247 WALNUT ST,BOULDER,Colorado,80302,40.020155,-105.265539
7618 ABERDEEN WAY,BOULDER,Colorado,80301,40.055759,-105.175455
6 BENCHMARK DR,BOULDER,Colorado,80303,39.970906,-105.187241
1480 ORCHARD AVE,BOULDER,Colorado,80304,40.045775,-105.279133
369 WHISPERING PINES,BOULDER,Colorado,80302,40.065497,-105.35991
3775 SILVER PLUME LN,BOULDER,Colorado,80305,39.968305,-105.249107
8900 MOUNTAIN VIEW LN,BOULDER,Colorado,80303,40.008121,-105.144832
4247 PRADO DR,BOULDER,Colorado,80303,39.942295,-105.255009
1156 GAPTER RD,BOULDER,Colorado,80303,40.00765,-105.214762
3665 SILVER PLUME LN,BOULDER,Colorado,80305,39.9678,-105.250175
2519 BUCKINGHAM HALL,BOULDER,Colorado,80301,40.049468,-105.201421
916 12TH ST,BOULDER,Colorado,80302,40.004105,-105.277095
2021 HERMOSA DR,BOULDER,Colorado,80304,40.035426,-105.270078
1920 COLUMBINE AVE,BOULDER,Colorado,80302,39.998885,-105.268165
4033 ST PETERSBURG ST,BOULDER,Colorado,80301,40.047942,-105.246782
240 LINDEN DR,BOULDER,Colorado,80304,40.042308,-105.296332
2103 PINE ST,BOULDER,Colorado,80302,40.022612,-105.268745
2753 14TH ST,BOULDER,Colorado,80304,40.026229,-105.278777
904 MAPLETON AVE,BOULDER,Colorado,80304,40.020168,-105.284615
2900 SHADY HOLLOW W,BOULDER,Colorado,80304,40.027842,-105.260693
5575 HIGH COUNTRY CT,BOULDER,Colorado,80301,40.074461,-105.195436
235 LIPAN WAY,BOULDER,Colorado,80303,39.992369,-105.239945
1465 LANDIS CT,BOULDER,Colorado,80303,40.012067,-105.233387
3030 HEIDELBERG DR,BOULDER,Colorado,80305,39.971623,-105.256069
303 CANYON BLVD,BOULDER,Colorado,80302,40.014801,-105.291223
2845 6TH ST,BOULDER,Colorado,80304,40.027393,-105.289459
1925 VASSAR DR,BOULDER,Colorado,80305,39.984844,-105.26699
2701 Canyon Blvd  RooM,BOULDER,Colorado,80302,40.018118,-105.259144
4627 BURGUNDY LN,BOULDER,Colorado,80301,40.05854,-105.209769
3808 FREDERICKS CT,BOULDER,Colorado,80301,40.043984,-105.251842
4500 19TH ST LOT 279,BOULDER,Colorado,80304,40.055675,-105.275504
2322 LINDEN DR,BOULDER,Colorado,80304,40.050948,-105.314703
6675 BEAN MOUNTAIN LN,BOULDER,Colorado,80301,40.076252,-105.199388
720 ROCKWAY PL,BOULDER,Colorado,80303,40.000727,-105.170922
3295 ENDICOTT DR,BOULDER,Colorado,80305,39.97462,-105.254074
155 S 32ND ST,BOULDER,Colorado,80305,39.990917,-105.255192
2030 OAK AVE,BOULDER,Colorado,80304,40.044433,-105.270354
4732 GREYLOCK ST,BOULDER,Colorado,80301,40.060668,-105.167443
1636 GROVE ST,BOULDER,Colorado,80302,40.015197,-105.272894
2244 HALLETT HALL,BOULDER,Colorado,80301,40.049468,-105.201421
4500 19TH ST LOT 93,BOULDER,Colorado,80304,40.055675,-105.275504
4500 19TH ST LOT 67,BOULDER,Colorado,80304,40.055675,-105.275504
2909 10TH ST,BOULDER,Colorado,80304,40.028314,-105.284717
4500 19TH ST LOT 409,BOULDER,Colorado,80304,40.055675,-105.275504
4500 19TH ST LOT 407,BOULDER,Colorado,80304,40.055675,-105.275504
4423 PALI WAY,BOULDER,Colorado,80301,40.055054,-105.183947
777 CYPRESS DR,BOULDER,Colorado,80303,40.001394,-105.229047
4647 7TH ST,BOULDER,Colorado,80304,40.059714,-105.287384
1577 NORTH ST,BOULDER,Colorado,80304,40.02501,-105.275924
2345 BALSAM DR,BOULDER,Colorado,80304,40.027227,-105.266268
1090 EDINBORO DR,BOULDER,Colorado,80305,39.978982,-105.252703
5919 WELLINGTON RD,BOULDER,Colorado,80301,40.05745,-105.215611
4500 19TH ST LOT 431,BOULDER,Colorado,80304,40.055675,-105.275504
2765 7TH ST,BOULDER,Colorado,80304,40.02658,-105.289457
225 MOHAWK DR,BOULDER,Colorado,80303,39.991495,-105.239145
1561 S FOOTHILLS HWY LOT C6,BOULDER,Colorado,80305,39.956445,-105.231073
4748 EDISON LN,BOULDER,Colorado,80301,40.03004,-105.243106
737 8TH ST,BOULDER,Colorado,80302,40.000808,-105.284632
4094 NASSAU PL,BOULDER,Colorado,80301,40.048709,-105.248115
2553 KALMIA AVE,BOULDER,Colorado,80304,40.039626,-105.263918
190 PAWNEE DR,BOULDER,Colorado,80303,39.991033,-105.23623
321 FOXTAIL CT,BOULDER,Colorado,80305,39.98764,-105.272211
3269 OURAY ST,BOULDER,Colorado,80301,40.043282,-105.250132
1407 SNOWMASS CT,BOULDER,Colorado,80305,39.974918,-105.260953
340 S 39TH ST,BOULDER,Colorado,80305,39.988041,-105.247797
5152 SUGARLOAF RD,BOULDER,Colorado,80302,40.018924,-105.423095
3802 NORTHBROOK DR,BOULDER,Colorado,80304,40.043947,-105.259211
3744 CEDARLODGE ST,BOULDER,Colorado,80301,40.042707,-105.250132
932 POPLAR PL,BOULDER,Colorado,80304,40.046831,-105.285195
1020 PORTLAND PL,BOULDER,Colorado,80304,40.022906,-105.284391
1286 S TEAL CT,BOULDER,Colorado,80303,40.009429,-105.209716
5405 WHITE PL,BOULDER,Colorado,80303,40.01012,-105.226732
1728 SPRUCE ST,BOULDER,Colorado,80302,40.020121,-105.272974
2210 BALSAM DR,BOULDER,Colorado,80304,40.026791,-105.267157
620 HAWTHORN AVE,BOULDER,Colorado,80304,40.03477,-105.28863
6711 BEAR CREEK APTS B,BOULDER,Colorado,80403,39.814586,-105.255342
1435 MOUNTAIN PINES RD,BOULDER,Colorado,80302,40.024747,-105.388475
1951 VISTA DR,BOULDER,Colorado,80304,40.036104,-105.271523
673 WALDEN CIR,BOULDER,Colorado,80305,39.983947,-105.236365
3705 ARMER AVE,BOULDER,Colorado,80305,39.982156,-105.250931
68 HURON CT,BOULDER,Colorado,80303,39.987239,-105.222496
365 31ST ST,BOULDER,Colorado,80305,39.997086,-105.255504
350 AUBURN AVE,BOULDER,Colorado,80305,39.987758,-105.254513
5842 S ORCHARD CREEK CIR,BOULDER,Colorado,80301,40.05496,-105.218201
989 MEADOW GLEN DR,BOULDER,Colorado,80303,40.004955,-105.222094
3744 TELLURIDE LN,BOULDER,Colorado,80305,39.966461,-105.248607
2840 5TH ST,BOULDER,Colorado,80304,40.027377,-105.289964
3251 11TH ST,BOULDER,Colorado,80304,40.033983,-105.283489
3771 MONTEREY PL,BOULDER,Colorado,80301,40.04315,-105.25513
444 PINE ST,BOULDER,Colorado,80302,40.018185,-105.290404
4945 SUNDANCE SQ,BOULDER,Colorado,80301,40.064332,-105.18052
1397 S CHERRYVALE RD,BOULDER,Colorado,80303,39.960203,-105.222864
6292 ARAPAHOE LOT 7,BOULDER,Colorado,80303,40.014301,-105.20687
2520 PANORAMA AVE,BOULDER,Colorado,80304,40.026092,-105.264171
3051 7TH ST,BOULDER,Colorado,80304,40.030224,-105.288297
901 HAWTHORN AVE,BOULDER,Colorado,80304,40.03522,-105.285511
2400 AGATE RD,BOULDER,Colorado,80304,40.048521,-105.265771
1474 GREENBRIAR BLVD,BOULDER,Colorado,80305,39.972767,-105.239994
2965 COLBY DR,BOULDER,Colorado,80305,39.979922,-105.257491
9042 CROSMAN HALL,BOULDER,Colorado,80302,40.0407,-105.361447
655 S 42ND ST,BOULDER,Colorado,80305,39.983585,-105.245743
14800 GOLD HILL RD,BOULDER,Colorado,80455,40.049791,-105.497536
3990 DARLEY AVE,BOULDER,Colorado,80305,39.979735,-105.247868
1579 LINDEN DR,BOULDER,Colorado,80304,40.046964,-105.304637
1255 PERIWINKLE DR,BOULDER,Colorado,80304,40.046569,-105.281564
5353 PINE VALLEY CT,BOULDER,Colorado,80301,40.071849,-105.182507
4575 MARTIN DR,BOULDER,Colorado,80305,39.986217,-105.241967
7157 CEDARWOOD CIR,BOULDER,Colorado,80301,40.066905,-105.187504
655 JUNIPER AVE,BOULDER,Colorado,80304,40.037539,-105.288224
707 HIGHLAND AVE,BOULDER,Colorado,80302,40.019757,-105.287123
7460 SINGING HILLS CT,BOULDER,Colorado,80301,40.068241,-105.179919
7470 SINGING HILLS CT,BOULDER,Colorado,80301,40.067722,-105.179945
1088 LOVE CT,BOULDER,Colorado,80303,40.006719,-105.222466
3600 BUCKEYE CT,BOULDER,Colorado,80304,40.040134,-105.27927
2885 MAYA PL,BOULDER,Colorado,80301,40.042826,-105.256202
4800 RICARA DR,BOULDER,Colorado,80303,39.99195,-105.233994
3250 CRIPPLE CREEK TRL,BOULDER,Colorado,80305,39.966022,-105.25277
943 ZAMIA AVE,BOULDER,Colorado,80304,40.060911,-105.285266
2536 WILLARD HALL,BOULDER,Colorado,80301,40.049468,-105.201421
2537 HALLETT HALL,BOULDER,Colorado,80301,40.049468,-105.201421
330 ONEIDA ST,BOULDER,Colorado,80303,39.993989,-105.226229
927 LEE HILL DR,BOULDER,Colorado,80302,40.063604,-105.299205
5652 CASCADE PL,BOULDER,Colorado,80303,40.001828,-105.221477
9460 OWL LN,BOULDER,Colorado,80301,40.058356,-105.134202
735 12TH ST,BOULDER,Colorado,80302,40.000812,-105.277789
730 11TH ST,BOULDER,Colorado,80302,40.000691,-105.278281
1304 TAMARACK AVE,BOULDER,Colorado,80304,40.051429,-105.280706
5000 BUTTE ST LOT 33,BOULDER,Colorado,80301,40.033979,-105.236179
1770 SUNSET BLVD,BOULDER,Colorado,80304,40.02411,-105.273001
7131 FOUR RIVERS RD,BOULDER,Colorado,80301,40.068424,-105.18691
715 12TH ST,BOULDER,Colorado,80302,40.000564,-105.277786
380 HOLLYBERRY LN,BOULDER,Colorado,80305,39.987471,-105.26993
815 MOHAWK DR,BOULDER,Colorado,80303,40.003296,-105.239281
2033 11TH ST STE 1,BOULDER,Colorado,80302,40.018255,-105.281791
2890 17TH ST,BOULDER,Colorado,80304,40.027765,-105.274626
440 ONEIDA ST,BOULDER,Colorado,80303,39.995659,-105.226231
4754 BERKSHIRE CT,BOULDER,Colorado,80301,40.061094,-105.175
34 BOULDER VIEW LN,BOULDER,Colorado,80304,40.036586,-105.297691
2805 7TH ST,BOULDER,Colorado,80304,40.026932,-105.289458
1919 HARDSCRABBLE DR,BOULDER,Colorado,80305,39.966663,-105.258043
4668 SPRUCEDALE PL,BOULDER,Colorado,80301,40.049364,-105.245516
2860 DOVER DR,BOULDER,Colorado,80305,39.988107,-105.258142
3825 CLOVERLEAF DR,BOULDER,Colorado,80304,40.042502,-105.274708
1071 YALE CIR,BOULDER,Colorado,80305,39.979339,-105.250903
7303 OLD POST RD,BOULDER,Colorado,80301,40.061519,-105.183638
14 MODEL T RD,BOULDER,Colorado,80302,40.038529,-105.332524
240 MANHATTAN DR,BOULDER,Colorado,80303,39.992024,-105.228756
891 18TH ST,BOULDER,Colorado,80302,40.003536,-105.270435
4490 OSAGE DR,BOULDER,Colorado,80303,39.989928,-105.238061
200 ABBEY PL,BOULDER,Colorado,80302,39.995377,-105.269997
7467 WILLIAMS VILLAGE NORTH HALL,BOULDER,Colorado,80301,40.049468,-105.201421
710 SUNSHINE CANYON DR,BOULDER,Colorado,80302,40.024333,-105.301616
4371 PALI WAY,BOULDER,Colorado,80301,40.054388,-105.183948
1951 1/2 CASCADE AVE,BOULDER,Colorado,80302,40.002016,-105.268043
981 PARKWAY DR,BOULDER,Colorado,80303,40.005324,-105.227737
26 HIGH VIEW LN,BOULDER,Colorado,80302,40.079033,-105.341124
2881 20TH ST,BOULDER,Colorado,80304,40.028797,-105.271928
1720 S MARSHALL RD LOT 29,BOULDER,Colorado,80027,39.970084,-105.236156
6565 RED HILL RD,BOULDER,Colorado,80302,40.095947,-105.304629
325 16TH ST,BOULDER,Colorado,80302,39.996429,-105.272826
7391 SPRING DR,BOULDER,Colorado,80303,39.974873,-105.180469
140 MANHATTAN DR,BOULDER,Colorado,80303,39.989609,-105.227266
5567 OLDE STAGE RD,BOULDER,Colorado,80302,40.075491,-105.302014
5054 N 51ST ST,BOULDER,Colorado,80301,40.066765,-105.234204
4640 TALBOT DR,BOULDER,Colorado,80303,40.001524,-105.238452
1625 MARIPOSA AVE,BOULDER,Colorado,80302,39.998477,-105.271734
4188 AMBER PL,BOULDER,Colorado,80304,40.05077,-105.261763
